5.000000e-03  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.500000e-02  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
2.500000e-02  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
3.500000e-02  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
4.500000e-02  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
5.500000e-02  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
6.500000e-02  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
7.500000e-02  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
8.500000e-02  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
9.500000e-02  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.050000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.150000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.250000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.350000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.450000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.550000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.650000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.750000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.850000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
1.950000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
2.050000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
2.150000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
2.250000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
2.350000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
2.450000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
2.550000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
2.650000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  0.000000e+00
2.750000e-01  1.619200e+02  3.729367e+00  0.000000e+00  3.729367e+00  5.463485e-17
2.850000e-01  1.619200e+02  3.729367e+00  5.058515e-17  3.729367e+00  2.127580e-16
2.950000e-01  1.619200e+02  3.729367e+00  2.903683e-16  3.729367e+00  1.221271e-15
3.050000e-01  1.619200e+02  3.729367e+00  1.053735e-15  3.729367e+00  4.431944e-15
3.150000e-01  1.619200e+02  3.729367e+00  3.256045e-15  3.729367e+00  1.369472e-14
3.250000e-01  1.619200e+02  3.729367e+00  1.011797e-14  3.729367e+00  4.255555e-14
3.350000e-01  1.619200e+02  3.729367e+00  3.080709e-14  3.729367e+00  1.295727e-13
3.450000e-01  1.619200e+02  3.729367e+00  9.168676e-14  3.729367e+00  3.856287e-13
3.550000e-01  1.619200e+02  3.729367e+00  2.677421e-13  3.729367e+00  1.126107e-12
3.650000e-01  1.619200e+02  3.729367e+00  7.661598e-13  3.729367e+00  3.222420e-12
3.750000e-01  1.619200e+02  3.729367e+00  2.148242e-12  3.729367e+00  9.035370e-12
3.850000e-01  1.619200e+02  3.729367e+00  5.901149e-12  3.729367e+00  2.481986e-11
3.950000e-01  1.619200e+02  3.729367e+00  1.588224e-11  3.729367e+00  6.679968e-11
4.050000e-01  1.619200e+02  3.729367e+00  4.187709e-11  3.729367e+00  1.761324e-10
4.150000e-01  1.619200e+02  3.729367e+00  1.081701e-10  3.729367e+00  4.549566e-10
4.250000e-01  1.619200e+02  3.729367e+00  2.736999e-10  3.729367e+00  1.151164e-09
